0,0,DDF_opt_mb_monthly_cte,stats_mb_monthly_cte,DDF_opt_mb_monthly_var_an_cycle,stats_mb_monthly_var_an_cycle,DDF_opt_mb_daily_cte,stats_mb_daily_cte,DDF_opt_mb_daily_var_an_cycle,stats_mb_daily_var_an_cycle,DDF_opt_mb_real_daily_cte,stats_mb_real_daily_cte,DDF_opt_mb_real_daily_var_an_cycle,stats_mb_real_daily_var_an_cycle
RGI60-11.02214,RGI60-11.02214,185.13238001537442,"{'RMSD': 88.430678755802, 'bias': -6.23927428478055e-05, 'rcor': 0.6226024710311273, 'quot_std': 1.11057526381235}",164.73942333759874,"{'RMSD': 84.82547068087034, 'bias': -2.7756107328968938e-05, 'rcor': 0.6158411419622579, 'quot_std': 1.0255417932954742}",164.77982586848842,"{'RMSD': 79.63660186468292, 'bias': -0.046137076808690836, 'rcor': 0.6223186597820255, 'quot_std': 0.9216351242408639}",148.0652146583899,"{'RMSD': 75.90418793362264, 'bias': -0.04228403775755396, 'rcor': 0.6357030540561717, 'quot_std': 0.8528270291860088}",164.28011431887572,"{'RMSD': 81.4728302181695, 'bias': -6.040356504399824e-05, 'rcor': 0.5614872135241221, 'quot_std': 0.8021382397274339}",140.0584609441753,"{'RMSD': 77.63023119764955, 'bias': 0.0001358265770932121, 'rcor': 0.5936509817297302, 'quot_std': 0.7665317422876242}"
RGI60-11.02245,RGI60-11.02245,,,,,,,,,,,,
RGI60-11.02249,RGI60-11.02249,222.14963699302436,"{'RMSD': 312.79395474985245, 'bias': -0.00011019015823876543, 'rcor': 0.7420419887386152, 'quot_std': 1.3978934990971763}",187.60972026710206,"{'RMSD': 247.13607290025524, 'bias': -0.00011161669272041763, 'rcor': 0.791130379345255, 'quot_std': 1.216197069336602}",194.86425244476317,"{'RMSD': 263.4755215506663, 'bias': -0.06154653994281034, 'rcor': 0.7518517365404316, 'quot_std': 1.2017652493496673}",166.42925685337121,"{'RMSD': 218.4646929015482, 'bias': -0.05293086648248391, 'rcor': 0.7933866942386504, 'quot_std': 1.0694792246400406}",197.38049090312876,"{'RMSD': 235.7643014985278, 'bias': -5.4062924846220994e-05, 'rcor': 0.7960901321765053, 'quot_std': 1.1729397993639132}",156.4910673099936,"{'RMSD': 194.4156835782335, 'bias': -0.00016360143558813434, 'rcor': 0.8149150385834333, 'quot_std': 0.9782973748634725}"
RGI60-11.02285,RGI60-11.02285,,,,,,,,,,,,
RGI60-11.02648,RGI60-11.02648,106.38530381782881,"{'RMSD': 119.77278445330977, 'bias': -0.00012539407418898918, 'rcor': 0.9441283371072836, 'quot_std': 0.7982405752259668}",92.01440194964592,"{'RMSD': 125.04578877619386, 'bias': -3.7638600474565465e-05, 'rcor': 0.9521082557241496, 'quot_std': 0.7206162927378773}",99.50686812718784,"{'RMSD': 121.9592345934968, 'bias': -0.022304213046595578, 'rcor': 0.9451995252087569, 'quot_std': 0.7723506448163914}",86.20448752266775,"{'RMSD': 131.82540671029167, 'bias': -0.019693421032343394, 'rcor': 0.9488674688344555, 'quot_std': 0.698098407584591}",97.65937152680462,"{'RMSD': 134.44485491821538, 'bias': 2.910434466230072e-05, 'rcor': 0.9721130707857317, 'quot_std': 0.62770751509015}",78.96670276115368,"{'RMSD': 152.10389153395494, 'bias': -7.925052807422617e-05, 'rcor': 0.9804954096325503, 'quot_std': 0.557002147379642}"
RGI60-11.02671,RGI60-11.02671,465.134492024398,"{'RMSD': 209.96341358760668, 'bias': 2.2090984657552326e-05, 'rcor': 0.6724678950654229, 'quot_std': 1.5247520022885663}",388.30997275226525,"{'RMSD': 204.27511973848524, 'bias': 8.543053536413936e-05, 'rcor': 0.672881782760603, 'quot_std': 1.4854938514243738}",397.64311053451604,"{'RMSD': 178.73787791052064, 'bias': -0.08055905591754708, 'rcor': 0.6940887913308178, 'quot_std': 1.3349324846601525}",338.9623162123087,"{'RMSD': 180.21529055126985, 'bias': -0.07427162446788316, 'rcor': 0.6775975312954629, 'quot_std': 1.3145393308563988}",388.18566352805027,"{'RMSD': 160.64026843977575, 'bias': -0.00019217034559915191, 'rcor': 0.7145029315805, 'quot_std': 1.228925699286523}",302.04502195915927,"{'RMSD': 161.7032840065425, 'bias': -9.907608171033644e-05, 'rcor': 0.6864357804810943, 'quot_std': 1.1760579197548326}"
RGI60-11.02679,RGI60-11.02679,545.3911438764661,"{'RMSD': 204.25923112772665, 'bias': -0.0002582144657594654, 'rcor': 0.6056232275662655, 'quot_std': 1.8238488130139079}",437.88387889279215,"{'RMSD': 182.91253530784894, 'bias': -2.4261177088646946e-05, 'rcor': 0.6038763015883926, 'quot_std': 1.6358560618935176}",453.21996422556737,"{'RMSD': 172.49842126819286, 'bias': -0.09388783948918444, 'rcor': 0.6209429190586658, 'quot_std': 1.5686535236932604}",372.8703625476751,"{'RMSD': 161.73449745945572, 'bias': -0.0818161396580308, 'rcor': 0.6137917458855021, 'quot_std': 1.4555672037731018}",447.0150798077228,"{'RMSD': 166.48370035095033, 'bias': -6.883012872549443e-05, 'rcor': 0.6121785255299632, 'quot_std': 1.4982965969793605}",330.2136849363279,"{'RMSD': 150.28615772575208, 'bias': -7.024898343388486e-05, 'rcor': 0.6069388724414693, 'quot_std': 1.328702205886738}"
RGI60-11.02704,RGI60-11.02704,672.4902764273285,"{'RMSD': 215.90414536301114, 'bias': -0.00013694186537804853, 'rcor': 0.7074011817633632, 'quot_std': 2.748716264341431}",531.1013040838733,"{'RMSD': 190.18486483770857, 'bias': -0.00012092849141254192, 'rcor': 0.7152966742949463, 'quot_std': 2.4848840999477027}",544.6159509545209,"{'RMSD': 173.41296117315176, 'bias': -0.107888643112517, 'rcor': 0.7226270128536563, 'quot_std': 2.3135406643114385}",441.9064025348372,"{'RMSD': 159.1794790074193, 'bias': -0.0932129826264827, 'rcor': 0.7232478540300945, 'quot_std': 2.1579488522059798}",532.5378089538459,"{'RMSD': 163.50118786353892, 'bias': 0.000159236339356994, 'rcor': 0.7234152113821314, 'quot_std': 2.205994858119661}",382.38663116764366,"{'RMSD': 139.34240298430976, 'bias': -5.3009873113296635e-06, 'rcor': 0.73130512890826, 'quot_std': 1.9469023957131997}"
RGI60-11.02746,RGI60-11.02746,341.77784835759905,"{'RMSD': 151.65637745183798, 'bias': -0.00017038028022398066, 'rcor': 0.6801848086198259, 'quot_std': 1.7547212802372534}",291.7443873926454,"{'RMSD': 141.43095075510982, 'bias': 4.586340378409659e-05, 'rcor': 0.6792387340148712, 'quot_std': 1.6457540657006005}",300.08313968441024,"{'RMSD': 138.18685648476986, 'bias': -0.06719030755220956, 'rcor': 0.6843075845960458, 'quot_std': 1.6193897518995841}",259.30143679392006,"{'RMSD': 131.71384591240556, 'bias': -0.06050440600881757, 'rcor': 0.6818188819503234, 'quot_std': 1.5440787830621343}",299.7735774397188,"{'RMSD': 134.64866074981123, 'bias': -0.00022691846470479504, 'rcor': 0.6813825568542484, 'quot_std': 1.5758318891891927}",239.6742833788912,"{'RMSD': 124.56233648407208, 'bias': -5.775067131708056e-05, 'rcor': 0.6788658341332681, 'quot_std': 1.45724491549355}"
RGI60-11.02764,RGI60-11.02764,758.224607686779,"{'RMSD': 443.99720410605084, 'bias': 3.873712387303385e-06, 'rcor': 0.782684307505699, 'quot_std': 5.502337331470277}",560.8140732085211,"{'RMSD': 361.997394086073, 'bias': -9.332532562211782e-05, 'rcor': 0.8174021379433888, 'quot_std': 4.649503241567447}",584.9703465806543,"{'RMSD': 309.17977927451574, 'bias': -0.12231093436446372, 'rcor': 0.8599010404052445, 'quot_std': 4.123942363852742}",452.42237870240604,"{'RMSD': 263.90354714518594, 'bias': -0.1001077702613884, 'rcor': 0.8754213969862034, 'quot_std': 3.6487380207328}",570.2755357913609,"{'RMSD': 279.892733731471, 'bias': 6.500024096567358e-05, 'rcor': 0.8811559748760585, 'quot_std': 3.830432089174472}",385.57930236065806,"{'RMSD': 226.54175417755047, 'bias': -0.000193425809470682, 'rcor': 0.889168467884986, 'quot_std': 3.2573182967491388}"
RGI60-11.02766,RGI60-11.02766,314.61275990876294,"{'RMSD': 183.6077104874782, 'bias': -3.333504571401136e-05, 'rcor': 0.7778181333235521, 'quot_std': 2.3580051137995204}",265.59313180187485,"{'RMSD': 167.55558596142342, 'bias': -0.0001072019302910121, 'rcor': 0.7721046246214825, 'quot_std': 2.1879869222410004}",261.0512045694011,"{'RMSD': 143.24411484568898, 'bias': -0.0702562311961401, 'rcor': 0.8272872508657718, 'quot_std': 2.025904567525251}",224.61264372740553,"{'RMSD': 133.75140182130292, 'bias': -0.06325670653563975, 'rcor': 0.8183900631955773, 'quot_std': 1.913155938017648}",257.91228264906897,"{'RMSD': 137.53238069004735, 'bias': -0.00017998773546423763, 'rcor': 0.8335659733158369, 'quot_std': 1.9776594186567813}",207.06968850691396,"{'RMSD': 122.98127253633184, 'bias': -1.6466117813251913e-05, 'rcor': 0.8270584919551616, 'quot_std': 1.8146659012359054}"
RGI60-11.02773,RGI60-11.02773,356.81343834751766,"{'RMSD': 238.8400176184464, 'bias': -6.0932789438084e-05, 'rcor': 0.8119289506068121, 'quot_std': 3.0084540682057797}",300.9092731626655,"{'RMSD': 201.138311593988, 'bias': 3.022093085291999e-05, 'rcor': 0.8439154838817489, 'quot_std': 2.6764268063695544}",293.4996600825942,"{'RMSD': 167.24583561803846, 'bias': -0.07617074311599481, 'rcor': 0.8666206833050706, 'quot_std': 2.3692968796837386}",252.70291914842943,"{'RMSD': 145.3009997207332, 'bias': -0.06744537585973376, 'rcor': 0.8823594051450048, 'quot_std': 2.1714274597320404}",292.519692203439,"{'RMSD': 156.49926667344744, 'bias': 8.76523714623545e-05, 'rcor': 0.8843083027998632, 'quot_std': 2.287760059252183}",237.5614348766732,"{'RMSD': 134.3806115529109, 'bias': 6.803588928505633e-05, 'rcor': 0.8913043851311979, 'quot_std': 2.0745926428340073}"
RGI60-11.02774,RGI60-11.02774,314.42215542109057,"{'RMSD': 145.89941529849003, 'bias': 6.058956500964996e-05, 'rcor': 0.719062932109492, 'quot_std': 1.9636606625137647}",271.76109233162106,"{'RMSD': 134.34625186266103, 'bias': 0.00016582975911205722, 'rcor': 0.7081654596421493, 'quot_std': 1.8154250240096046}",256.9939144029512,"{'RMSD': 115.85662067224136, 'bias': -0.06818534192314019, 'rcor': 0.736328461993977, 'quot_std': 1.6444504093973287}",226.698476184904,"{'RMSD': 111.09734516663859, 'bias': -0.06173853675818464, 'rcor': 0.7237735908847628, 'quot_std': 1.5632663480607067}",252.81849420034072,"{'RMSD': 108.02636219449451, 'bias': -5.1551694014051463e-05, 'rcor': 0.7501290904791457, 'quot_std': 1.5733891109192328}",211.134307878041,"{'RMSD': 101.28493382722888, 'bias': -2.816245068970602e-05, 'rcor': 0.7372637236013637, 'quot_std': 1.4624141301441074}"
RGI60-11.03084,RGI60-11.03084,318.17374020855715,"{'RMSD': 118.65582295960773, 'bias': 2.0632621954064234e-05, 'rcor': 0.8601777615304961, 'quot_std': 1.4873648770828456}",263.60000507911224,"{'RMSD': 86.91262719562654, 'bias': -6.0457488189058495e-06, 'rcor': 0.8929643553706683, 'quot_std': 1.27774021379411}",271.18788326220744,"{'RMSD': 85.07469275388766, 'bias': -0.06339849746211712, 'rcor': 0.8891407961735878, 'quot_std': 1.2473062166471238}",228.66506294117082,"{'RMSD': 72.59084425571808, 'bias': -0.05635759090728243, 'rcor': 0.8998346651557552, 'quot_std': 1.1422346701551451}",274.5713748688222,"{'RMSD': 92.05994923855478, 'bias': 0.00016736645704895636, 'rcor': 0.8827584631614792, 'quot_std': 1.2993990724711362}",209.07363524800695,"{'RMSD': 76.85445531726805, 'bias': 0.0001716664444302296, 'rcor': 0.8896785445977632, 'quot_std': 1.1561604121266356}"
RGI60-11.03135,RGI60-11.03135,310.9481380544097,"{'RMSD': 148.22553278001993, 'bias': -0.00019626141192929936, 'rcor': 0.691590527863812, 'quot_std': 1.178151893840484}",249.36467155655694,"{'RMSD': 134.63272062717326, 'bias': 2.9056637458779733e-05, 'rcor': 0.7159822596407406, 'quot_std': 1.0912711206332424}",279.5771706435413,"{'RMSD': 134.94651917843612, 'bias': -0.06026877205022174, 'rcor': 0.7244445337919893, 'quot_std': 1.1179121198274349}",226.49647002597962,"{'RMSD': 123.60287418791057, 'bias': -0.05092525524332814, 'rcor': 0.7434729725287997, 'quot_std': 1.0333509787999418}",279.0882409361558,"{'RMSD': 123.5976292021537, 'bias': 0.0003003533192895702, 'rcor': 0.7653355384957375, 'quot_std': 1.1030089675844048}",194.780682337475,"{'RMSD': 113.24780083585537, 'bias': 2.675025348253257e-05, 'rcor': 0.7606578187840649, 'quot_std': 0.9290739744204914}"
RGI60-11.03166,RGI60-11.03166,147.76525705923927,"{'RMSD': 166.46047344543632, 'bias': -3.538127532465296e-05, 'rcor': 0.4947946202776751, 'quot_std': 0.9941238302326658}",134.79960089766084,"{'RMSD': 161.12456945509516, 'bias': -0.00012030606649204856, 'rcor': 0.5316175196507175, 'quot_std': 1.0037430615644387}",135.96645722809356,"{'RMSD': 159.22702500885558, 'bias': -0.03309273318984651, 'rcor': 0.533227073069361, 'quot_std': 0.9849778520251505}",124.39963416742954,"{'RMSD': 155.4014816201764, 'bias': -0.031223963689512857, 'rcor': 0.5596937403914356, 'quot_std': 0.993969701820904}",136.81474284355488,"{'RMSD': 157.90593642253305, 'bias': 0.00010453734921611613, 'rcor': 0.5752940829256307, 'quot_std': 1.0545745179779213}",118.85977558041938,"{'RMSD': 155.87371925211417, 'bias': -9.676429272076348e-06, 'rcor': 0.5739542121060768, 'quot_std': 1.029137289243543}"
RGI60-11.03209,RGI60-11.03209,199.9778718770584,"{'RMSD': 119.8992557692679, 'bias': -5.1917992209382646e-05, 'rcor': 0.6722278157411742, 'quot_std': 0.7725954921677403}",150.71875482744585,"{'RMSD': 110.31901949364762, 'bias': 9.477679077463108e-05, 'rcor': 0.7244139209233397, 'quot_std': 0.7134083933126852}",170.78629758487102,"{'RMSD': 111.92326096452697, 'bias': -0.047783389778260243, 'rcor': 0.7161369148084262, 'quot_std': 0.6588076893323168}",132.50889756783778,"{'RMSD': 108.45912377527924, 'bias': -0.038486819339709655, 'rcor': 0.7431794885463834, 'quot_std': 0.6233336546048475}",170.25640733813327,"{'RMSD': 109.29436331817708, 'bias': -1.7866825373857864e-05, 'rcor': 0.7339685759905407, 'quot_std': 0.6497988950353679}",122.0362200717732,"{'RMSD': 109.0254336706293, 'bias': 0.00010159227122130687, 'rcor': 0.7552126283948114, 'quot_std': 0.5588319181190177}"
RGI60-11.03232,RGI60-11.03232,211.3409674574686,"{'RMSD': 137.42481740581184, 'bias': -0.00011178738577655167, 'rcor': 0.8449878141201751, 'quot_std': 0.7655558843804929}",173.67834502382735,"{'RMSD': 121.21513038327724, 'bias': 9.912183259075391e-06, 'rcor': 0.8908566009935184, 'quot_std': 0.7311289262044943}",189.45407739593213,"{'RMSD': 125.56499135026469, 'bias': -0.05216158859298048, 'rcor': 0.8858995537593469, 'quot_std': 0.701510514965418}",157.91786977587807,"{'RMSD': 122.06556903158548, 'bias': -0.04464736520412771, 'rcor': 0.9030903010435901, 'quot_std': 0.6723766624160834}",191.10536553530443,"{'RMSD': 128.05805781701991, 'bias': 0.00018448239825374912, 'rcor': 0.8753613387967364, 'quot_std': 0.7207362471118188}",143.25271991090398,"{'RMSD': 135.4815544014622, 'bias': 0.00019003365810021933, 'rcor': 0.8808319581219876, 'quot_std': 0.6223099787060357}"
RGI60-11.03241,RGI60-11.03241,79.26896105573846,"{'RMSD': 135.2571598735513, 'bias': 6.387764705095833e-05, 'rcor': 0.7403867925222586, 'quot_std': 0.5043724685521537}",64.56795672240034,"{'RMSD': 135.7780366421303, 'bias': 6.174078112053394e-05, 'rcor': 0.7533732394931854, 'quot_std': 0.4710930426988278}",74.481957034018,"{'RMSD': 136.49096508552532, 'bias': -0.017917791645231773, 'rcor': 0.7422639085625394, 'quot_std': 0.48146003188173275}",60.99204909201374,"{'RMSD': 137.76190443953175, 'bias': -0.015031113393888518, 'rcor': 0.7495401399001248, 'quot_std': 0.45138493574237265}",74.31796828186832,"{'RMSD': 135.23724220426644, 'bias': -7.491230189771159e-05, 'rcor': 0.7578748919230784, 'quot_std': 0.4705155413592988}",55.76309929512595,"{'RMSD': 139.0071366110306, 'bias': 2.7997479662644764e-05, 'rcor': 0.7614745558833454, 'quot_std': 0.41965954379575326}"
RGI60-11.03246,RGI60-11.03246,,,,,,,,,,,,
RGI60-11.03638,RGI60-11.03638,209.34550891489724,"{'RMSD': 96.05522152511573, 'bias': 6.83266401892979e-05, 'rcor': 0.817467070368693, 'quot_std': 1.199882377438925}",184.2404213627141,"{'RMSD': 89.85894816123741, 'bias': 7.809164469563257e-05, 'rcor': 0.8269786017847766, 'quot_std': 1.1480375589713896}",185.68312129487995,"{'RMSD': 89.80801994749443, 'bias': -0.05079308591325571, 'rcor': 0.8240216050769034, 'quot_std': 1.1371520954678547}",165.12355753309896,"{'RMSD': 85.6001868130294, 'bias': -0.04671352623495295, 'rcor': 0.8306359034886517, 'quot_std': 1.0979340342975528}",185.25059601049892,"{'RMSD': 88.78081249811751, 'bias': 6.3320119352283655e-06, 'rcor': 0.8236818655212261, 'quot_std': 1.1209326841643632}",156.05743620085565,"{'RMSD': 82.24563966797747, 'bias': 3.7714531686106056e-05, 'rcor': 0.8342715332222992, 'quot_std': 1.0560217028107406}"
RGI60-11.03643,RGI60-11.03643,,,,,,,,,,,,
RGI60-11.03671,RGI60-11.03671,163.65485829304947,"{'RMSD': 78.8962026941356, 'bias': -5.35172746367607e-05, 'rcor': 0.8543307957091776, 'quot_std': 0.9808634354873427}",148.88909285173474,"{'RMSD': 78.35967775511905, 'bias': -0.00011570915853553743, 'rcor': 0.8529852020586018, 'quot_std': 0.9572383723792958}",147.45647408553083,"{'RMSD': 70.08490386745596, 'bias': -0.04022681409287543, 'rcor': 0.88041632791823, 'quot_std': 0.9349403780008421}",134.9802136906549,"{'RMSD': 70.3287075833161, 'bias': -0.037622762720957326, 'rcor': 0.878338369859451, 'quot_std': 0.9181848932497396}",147.02741344000788,"{'RMSD': 68.59258108116806, 'bias': -0.00020081396598925494, 'rcor': 0.8855454112199937, 'quot_std': 0.9355740755041407}",128.8237626084027,"{'RMSD': 68.63641834035748, 'bias': -2.928289723058697e-05, 'rcor': 0.8834122126875448, 'quot_std': 0.9025946817702583}"
RGI60-11.03674,RGI60-11.03674,307.4031823907585,"{'RMSD': 113.57254091268882, 'bias': 0.00018964927426168288, 'rcor': 0.7820143038246837, 'quot_std': 0.9538651660574126}",247.64145375007416,"{'RMSD': 102.41345192043771, 'bias': 7.839869863346394e-05, 'rcor': 0.8144753450310108, 'quot_std': 0.8860374733047994}",267.56399099347306,"{'RMSD': 94.62282121413337, 'bias': -0.06997363163804948, 'rcor': 0.8418366771269253, 'quot_std': 0.8747849352614632}",220.29291457445797,"{'RMSD': 89.11799047410287, 'bias': -0.06072221919430376, 'rcor': 0.8603864330433963, 'quot_std': 0.8283278666922489}",266.7099392248279,"{'RMSD': 94.4074911234103, 'bias': 8.181852717825677e-05, 'rcor': 0.8424380192418726, 'quot_std': 0.8716842867291212}",202.2303505269887,"{'RMSD': 88.74556938463309, 'bias': 3.386015873729775e-05, 'rcor': 0.8634445182062406, 'quot_std': 0.7932968503554644}"
RGI60-11.03756,RGI60-11.03756,254.4562931751884,"{'RMSD': 125.73602883019628, 'bias': -0.00010723803961809608, 'rcor': 0.7714386717627096, 'quot_std': 0.7591301018092578}",223.4934799391136,"{'RMSD': 120.27571511448517, 'bias': -8.69133657488419e-05, 'rcor': 0.794691616670875, 'quot_std': 0.7400680966526991}",228.84743937094143,"{'RMSD': 114.05616608173904, 'bias': -0.05972664015871487, 'rcor': 0.8227353927434689, 'quot_std': 0.7131448953786208}",202.53426887619426,"{'RMSD': 111.3157286765164, 'bias': -0.05510796297176057, 'rcor': 0.8361757728761181, 'quot_std': 0.6984657355767416}",227.60632613346786,"{'RMSD': 113.73702655652411, 'bias': 1.1175072586411261e-05, 'rcor': 0.8244144812479941, 'quot_std': 0.7104488218391906}",189.0672880285735,"{'RMSD': 111.39891215676998, 'bias': -0.0001498409494615771, 'rcor': 0.8414657367811831, 'quot_std': 0.6718054299962753}"
